"Co","U:0","U:1","U:2","alpha.water","k","nut","omega","p","p_rgh","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus","Points:0","Points:1","Points:2"
1.464,0.13551,0.3935,-0.092007,0.9997,0.0087223,2.8123e-05,323.64,506.64,886.88,0,0,0,0,0.025028,0,0.038768
1.464,0.13551,0.3935,-0.092007,0.9997,0.0087223,2.8123e-05,323.64,506.64,886.88,0,0,0,0,0.025028,6.4623e-27,0.038768
1.3498,0.13207,0.35139,-0.089429,0.9994,0.0080698,2.3386e-05,366.79,516.47,885.76,0,0,0,0,0.02518,0,0.037655
1.6393,0.10572,0.27021,-0.11353,0.99904,0.0071338,1.6826e-05,432.13,518.91,887.02,0,0,0,0,0.023879,0,0.037482
2.061,0.10469,0.29547,-0.11836,0.99909,0.0073817,1.8247e-05,409.7,513.45,887.07,0,0,0,0,0.023713,0,0.038105
1.7766,0.143,0.38646,-0.079041,0.99945,0.0079687,2.0346e-05,371.07,529.78,885.23,0,0,0,0,0.02628,1.2925e-26,0.036251
1.6135,0.12252,0.31659,-0.090623,0.99916,0.007568,1.6783e-05,418.47,529.38,886.13,0,0,0,0,0.025085,0,0.036323
1.6135,0.12252,0.31659,-0.090623,0.99916,0.007568,1.6783e-05,418.47,529.38,886.13,0,0,0,0,0.025085,-2.5849e-26,0.036323
1.484,0.18735,0.48295,-0.068009,0.99996,0.0092409,4.1446e-05,236.2,520.15,875.88,0,0,0,0,0.027552,3.2312e-27,0.036253
1.2229,0.17657,0.47367,-0.080419,0.99993,0.0091656,4.1663e-05,231.27,531.78,875.46,0,0,0,0,0.027867,0,0.035021
1.7766,0.143,0.38646,-0.079041,0.99945,0.0079687,2.0346e-05,371.07,529.78,885.23,0,0,0,0,0.02628,0,0.036251
1.8512,0.11436,0.2702,-0.096204,0.99905,0.0072523,1.3969e-05,466.21,536.99,886.05,0,0,0,0,0.024978,0,0.035604
1.527,0.11361,0.26292,-0.09957,0.99909,0.0074196,1.3128e-05,482.07,542.98,885.9,0,0,0,0,0.025133,0,0.034978
1.5921,0.13109,0.33391,-0.094205,0.99927,0.0077374,1.5974e-05,435.5,541.78,884.84,0,0,0,0,0.026262,0,0.034998
1.5921,0.13109,0.33391,-0.094205,0.99927,0.0077374,1.5974e-05,435.5,541.78,884.84,0,0,0,0,0.026262,2.5849e-26,0.034998
1.3498,0.13207,0.35139,-0.089429,0.9994,0.0080698,2.3386e-05,366.79,516.47,885.76,0,0,0,0,0.02518,1.2925e-26,0.037655
1.5669,0.087741,0.28694,-0.13533,0.99961,0.0090616,2.5607e-05,359.01,494.99,889.07,0,0,0,0,0.022558,0,0.040052
0.90773,0.046272,0.15539,-0.087503,0.99999,0.012117,3.8076e-05,304.73,468.84,887.68,0,0,0,0,0.021338,0,0.042601
0.81791,0.069364,0.17908,-0.083527,1,0.015354,3.9952e-05,318.41,467.53,888.84,0,0,0,0,0.022711,0,0.042716
0.34145,0.012153,0.033901,-0.047368,0.99957,0.010574,3.831e-05,271.54,455.96,887.11,0,0,0,0,0.020089,0,0.043835
1.5062,0.060126,0.20713,-0.11099,0.99999,0.010829,3.3983e-05,319.97,477.26,888.29,0,0,0,0,0.021247,0,0.041871
1.4046,0.068158,0.22463,-0.123,0.99998,0.0099183,2.9627e-05,340.76,483.41,888.75,0,0,0,0,0.021401,0,0.041235
1.3475,0.07968,0.26663,-0.12789,0.99997,0.010433,3.1107e-05,337.08,485.82,889.03,0,0,0,0,0.02252,0,0.041258
1.2229,0.17657,0.47367,-0.080419,0.99993,0.0091656,4.1663e-05,231.27,531.78,875.46,0,0,0,0,0.027867,-6.4623e-27,0.035021
1.2726,0.14689,0.42425,-0.1208,0.99975,0.0083668,3.1793e-05,285.51,558.2,876.15,0,0,0,0,0.027881,0,0.032508
1.3953,0.157,0.4504,-0.097831,0.99982,0.008518,3.3192e-05,278.23,546.71,878.13,0,0,0,0,0.027553,0,0.033772
1.2339,0.09787,0.18683,-0.11371,0.9992,0.0072166,1.0674e-05,546.62,554.35,884.88,0,0,0,0,0.025125,0,0.033712
1.3493,0.10823,0.2333,-0.13516,0.99922,0.0075669,1.2873e-05,521.05,565.68,882.09,0,0,0,0,0.026283,0,0.032486
1.0662,0.081664,0.11283,-0.12636,0.99918,0.0069508,9.4772e-06,590.2,564.26,883.01,0,0,0,0,0.025162,0,0.032451
1.0971,0.078445,0.094634,-0.11785,0.99935,0.0063942,9.0764e-06,591.38,559.72,884.03,0,0,0,0,0.024957,0,0.03307
1.527,0.11361,0.26292,-0.09957,0.99909,0.0074196,1.3128e-05,482.07,542.98,885.9,0,0,0,0,0.025133,-5.1699e-26,0.034978
1.4374,0.097464,0.1885,-0.1088,0.99917,0.006945,1.0792e-05,541.66,549,885.67,0,0,0,0,0.024974,0,0.034342
1.5255,0.13427,0.37399,-0.14963,0.99954,0.007756,2.1714e-05,373.99,570.31,876.69,0,0,0,0,0.027559,0,0.031243
1.3038,0.12469,0.36649,-0.16215,0.99958,0.0076864,2.4485e-05,340.3,577.85,873.89,0,0,0,0,0.027827,0,0.030189
1.2659,0.12585,0.3722,-0.15916,0.99961,0.0077567,2.5782e-05,328.58,576.67,873.73,0,0,0,0,0.027875,0,0.030303
1.5838,0.1138,0.26312,-0.15114,0.99923,0.0074994,1.3728e-05,492.8,572.84,880.27,0,0,0,0,0.026359,0,0.031317
1.7502,0.1096,0.27875,-0.17627,0.99922,0.0072702,1.3701e-05,487.13,582.65,876.69,0,0,0,0,0.026424,0,0.029986
1.7492,0.10805,0.27711,-0.17851,0.99921,0.0072495,1.3687e-05,488.27,583.62,876.27,0,0,0,0,0.026429,0,0.029844
1.7758,0.1052,0.26668,-0.17831,0.99919,0.0072492,1.3373e-05,500.77,583.81,876.32,0,0,0,0,0.026389,0,0.02983
1.8412,0.10596,0.24659,-0.16441,0.99924,0.0073794,1.2516e-05,521.69,578.06,878.02,0,0,0,0,0.026252,0,0.030594
1.265,0.12301,0.36518,-0.16434,0.99959,0.0076743,2.497e-05,334.4,579.17,873.4,0,0,0,0,0.027874,0,0.030005
1.8526,0.092032,0.23058,-0.18443,0.99913,0.0071863,1.2392e-05,541.57,587.28,875.21,0,0,0,0,0.026283,0,0.029365
1.7421,0.096019,0.26435,-0.19602,0.99919,0.007088,1.3577e-05,497.19,591.19,872.97,0,0,0,0,0.026463,0,0.028742
1.4489,0.10751,0.32752,-0.19116,0.99941,0.0071851,1.9676e-05,391.71,589.63,871.66,0,0,0,0,0.027569,0,0.028769
1.2254,0.09549,0.32208,-0.19929,0.99959,0.0071974,2.3744e-05,336.56,598.05,867.72,0,0,0,0,0.027899,0,0.027502
1.7967,0.080034,0.21863,-0.20189,0.99921,0.0071309,1.2e-05,557.03,594.7,870.21,0,0,0,0,0.026327,0,0.028111
1.7319,0.083088,0.25187,-0.21343,0.99925,0.0069142,1.3343e-05,505.55,599.32,868.89,0,0,0,0,0.026496,0,0.027499
1.8321,0.067201,0.20683,-0.21778,0.99921,0.006943,1.1874e-05,570.16,603.22,866.78,0,0,0,0,0.026355,0,0.026883
1.7086,0.070083,0.23721,-0.22651,0.99939,0.0067345,1.3467e-05,502.3,607.73,865.06,0,0,0,0,0.026512,0,0.026248
1.4016,0.079804,0.28742,-0.22115,0.99958,0.0068033,1.9557e-05,384.97,606.9,864.14,0,0,0,0,0.027592,0,0.026233
1.1632,0.069133,0.27524,-0.22256,0.99969,0.0068085,2.3642e-05,321.4,616.51,861.67,0,0,0,0,0.027906,0,0.024999
1.338,0.054344,0.2488,-0.23912,0.99953,0.0063355,1.96e-05,353.66,625.57,858.59,0,0,0,0,0.027592,0,0.023766
1.076,0.043858,0.2278,-0.23527,0.99925,0.0064985,2.5417e-05,284.49,635.77,856.25,0,0,0,0,0.027901,0,0.022495
1.1688,0.068659,0.2744,-0.22309,0.99969,0.0067934,2.3513e-05,322.44,616.8,861.57,0,0,0,0,0.027896,0,0.02496
1.161,0.068489,0.27404,-0.22288,0.99968,0.0068006,2.3688e-05,320.46,617,861.53,0,0,0,0,0.027906,0,0.024936
0.81117,0.040125,0.21595,-0.21771,0.99952,0.0073453,3.7771e-05,232.49,635.38,855.86,0,0,0,0,0.029058,-1.2925e-26,0.02249
1.8174,0.044456,0.18617,-0.23725,0.99933,0.0065698,1.2045e-05,540.42,620.82,859.96,0,0,0,0,0.026366,0,0.024386
1.672,0.045544,0.21261,-0.24456,0.9993,0.006279,1.3817e-05,459.54,625.78,858.63,0,0,0,0,0.026514,0,0.023751
1.734,0.053302,0.21026,-0.23649,0.99944,0.0065407,1.2979e-05,506.16,618.11,861.14,0,0,0,0,0.026463,0,0.024785
1.6865,0.056267,0.22173,-0.23731,0.99947,0.0064894,1.3531e-05,483.59,617.97,861.32,0,0,0,0,0.026515,0,0.02482
1.338,0.054344,0.2488,-0.23912,0.99953,0.0063355,1.96e-05,353.66,625.57,858.59,0,0,0,0,0.027592,-1.2925e-26,0.023766
1.7644,0.055702,0.19261,-0.22712,0.99946,0.0068374,1.2139e-05,559.13,611.3,862.38,0,0,0,0,0.026364,0,0.025614
1.6889,0.058079,0.22328,-0.23608,0.99949,0.006525,1.3483e-05,487.66,616.64,861.77,0,0,0,0,0.026516,0,0.025
1.6607,0.033516,0.2037,-0.25095,0.99872,0.0060227,1.4397e-05,422.33,635.17,855.61,0,0,0,0,0.026495,0,0.0225
1.6607,0.033516,0.2037,-0.25095,0.99872,0.0060227,1.4397e-05,422.33,635.17,855.61,0,0,0,0,0.026495,5.1699e-26,0.0225
1.788,0.032466,0.17997,-0.24477,0.99913,0.0063895,1.2877e-05,497.47,629.37,855.9,0,0,0,0,0.026355,0,0.023116
1.076,0.043858,0.2278,-0.23527,0.99925,0.0064985,2.5417e-05,284.49,635.77,856.25,0,0,0,0,0.027901,-1.2925e-26,0.022495
1.2379,0.030077,0.20539,-0.24621,0.9986,0.0060657,2.2493e-05,296.61,644.87,852.82,0,0,0,0,0.027571,0,0.021228
0.9652,0.021773,0.1764,-0.23838,0.99888,0.0063583,2.905e-05,238.13,655.82,851.62,0,0,0,0,0.027879,0,0.019987
0.91355,0.020954,0.17188,-0.23437,0.99895,0.0065859,3.2376e-05,230.15,656,851.77,0,0,0,0,0.028131,0,0.019984
1.862,0.02194,0.17939,-0.25144,0.99841,0.0060635,1.3312e-05,454.1,639.56,853.98,0,0,0,0,0.026325,0,0.021888
1.6464,0.023573,0.19316,-0.25447,0.99835,0.0057867,1.5535e-05,379.03,645.08,853.22,0,0,0,0,0.026463,0,0.021258
1.2379,0.030077,0.20539,-0.24621,0.9986,0.0060657,2.2493e-05,296.61,644.87,852.82,0,0,0,0,0.027571,-2.5849e-26,0.021228
1.6464,0.023573,0.19316,-0.25447,0.99835,0.0057867,1.5535e-05,379.03,645.08,853.22,0,0,0,0,0.026463,5.1699e-26,0.021258
1.2379,0.030077,0.20539,-0.24621,0.9986,0.0060657,2.2493e-05,296.61,644.87,852.82,0,0,0,0,0.027571,2.5849e-26,0.021228
1.5982,0.014136,0.17923,-0.25606,0.99846,0.0055823,1.7056e-05,334.22,655.12,851.01,0,0,0,0,0.026426,0,0.020014
0.9652,0.021773,0.1764,-0.23838,0.99888,0.0063583,2.905e-05,238.13,655.82,851.62,0,0,0,0,0.027879,-6.4623e-27,0.019987
1.8264,0.014122,0.16999,-0.25326,0.99869,0.0058708,1.5281e-05,394.93,649.11,851.14,0,0,0,0,0.026284,0,0.020635
1.1144,0.0098823,0.16022,-0.2452,0.99858,0.0059148,2.6422e-05,238.11,665.46,849.06,0,0,0,0,0.027564,0,0.018748
1.0883,0.0094334,0.15714,-0.24405,0.99861,0.0059721,2.728e-05,234.35,666.29,849.05,0,0,0,0,0.027588,0,0.018657
0.92326,0.01823,0.16486,-0.23657,0.9989,0.0064279,3.0874e-05,227.87,659.96,851.11,0,0,0,0,0.027882,0,0.019497
1.852,0.0047019,0.16409,-0.25686,0.99846,0.0055454,1.6528e-05,346.46,659.56,849.55,0,0,0,0,0.026254,0,0.019405
1.3793,-0.00040245,0.15111,-0.25518,0.99841,0.0054199,1.7602e-05,330.27,665.61,848.52,0,0,0,0,0.02636,0,0.018682
1.1413,-0.013588,0.12008,-0.25279,0.99846,0.0052291,1.5889e-05,365.67,673.4,846.42,0,0,0,0,0.026285,0,0.017511
1.2299,-0.027788,0.069548,-0.25034,0.99869,0.0048041,1.0313e-05,495.22,674.01,845.84,0,0,0,0,0.02516,0,0.01755
1.1413,-0.013588,0.12008,-0.25279,0.99846,0.0052291,1.5889e-05,365.67,673.4,846.42,0,0,0,0,0.026285,2.5849e-26,0.017511
0.75022,0.0036128,0.11723,-0.22911,0.99899,0.0067151,3.84e-05,185.55,677.06,849.01,0,0,0,0,0.027893,0,0.017472
0.40691,-0.0020203,0.080509,-0.20431,0.99946,0.0082611,6.0945e-05,146.37,678.05,848.79,0,0,0,0,0.030104,0,0.017427
1.0929,-0.022045,0.10378,-0.24925,0.99835,0.0048493,1.5763e-05,339.25,686.1,845.38,0,0,0,0,0.026265,0,0.016257
1.2128,-0.031172,0.076302,-0.24993,0.99851,0.0044819,1.1309e-05,412.94,685.89,845.33,0,0,0,0,0.025127,-5.1699e-26,0.016287
1.2128,-0.031172,0.076302,-0.24993,0.99851,0.0044819,1.1309e-05,412.94,685.89,845.33,0,0,0,0,0.025127,0,0.016287
1.4228,-0.034914,0.041903,-0.24721,0.99878,0.0043034,9.2226e-06,505.29,679.32,845.08,0,0,0,0,0.024957,5.1699e-26,0.01693
1.183,-0.033701,0.077775,-0.24447,0.99839,0.00429,1.3013e-05,340.42,698.62,845.59,0,0,0,0,0.025135,0,0.01502
1.0459,-0.026498,0.090476,-0.24195,0.99837,0.0046745,1.7619e-05,289.63,698.69,845.53,0,0,0,0,0.02619,0,0.014994
1.183,-0.033701,0.077775,-0.24447,0.99839,0.00429,1.3013e-05,340.42,698.62,845.59,0,0,0,0,0.025135,2.5849e-26,0.01502
1.3654,-0.037758,0.059352,-0.24678,0.99857,0.0041653,1.0751e-05,409.49,691.34,844.64,0,0,0,0,0.024976,0,0.015657
1.183,-0.033701,0.077775,-0.24447,0.99839,0.00429,1.3013e-05,340.42,698.62,845.59,0,0,0,0,0.025135,-2.5849e-26,0.01502
1.0549,-0.039869,0.059504,-0.23346,0.99838,0.0040592,1.4126e-05,298.42,712.79,846.13,0,0,0,0,0.02509,1.2925e-26,0.013671
1.0309,-0.035725,0.06474,-0.23247,0.99838,0.0042989,1.6631e-05,277.49,712.48,846.22,0,0,0,0,0.025548,0,0.013692
1.0549,-0.039869,0.059504,-0.23346,0.99838,0.0040592,1.4126e-05,298.42,712.79,846.13,0,0,0,0,0.02509,0,0.013671
1.3912,-0.039218,0.064924,-0.24018,0.99837,0.0040699,1.2693e-05,334.55,704.64,845.46,0,0,0,0,0.024978,0,0.014395
0.73748,-0.007306,0.087269,-0.22428,0.99898,0.0067958,4.2056e-05,170.04,688.89,847.29,0,0,0,0,0.027567,0,0.016205
0.51373,-0.011764,0.050003,-0.21244,0.99923,0.0071384,4.9328e-05,148.12,702.24,848.07,0,0,0,0,0.027894,0,0.01493
0.27083,-0.014662,0.0099613,-0.18843,0.99973,0.0090099,7.9844e-05,118.86,704.77,849.82,0,0,0,0,0.030762,0,0.014813
0.27083,-0.014662,0.0099613,-0.18843,0.99973,0.0090099,7.9844e-05,118.86,704.77,849.82,0,0,0,0,0.030762,0,0.014813
0.27083,-0.014662,0.0099614,-0.18843,0.99973,0.0090099,7.9844e-05,118.86,704.77,849.82,0,0,0,0,0.030762,0,0.014813
1.0358,-0.025965,0.091416,-0.24176,0.99836,0.004703,1.7959e-05,285.87,698.69,845.53,0,0,0,0,0.026268,0,0.014992
1.0419,-0.060908,0.0037677,-0.22175,0.99845,0.0032894,9.6823e-06,348.6,724.39,846.69,0,0,0,0,0.023887,0,0.012511
0.89039,-0.052268,0.017967,-0.22074,0.99846,0.0037023,1.3613e-05,307.7,725.46,847.11,0,0,0,0,0.024597,2.5849e-26,0.012401
0.99171,-0.028983,0.073259,-0.23085,0.99838,0.0046889,2.0707e-05,243.44,711.98,846.36,0,0,0,0,0.026294,0,0.013727
0.57311,-0.017951,0.032251,-0.20844,0.99902,0.0068306,4.79e-05,146.62,713.91,847.56,0,0,0,0,0.027584,0,0.013686
0.39485,-0.021603,-0.00064055,-0.19646,0.99923,0.0068416,5.2015e-05,137.02,730.72,849.58,0,0,0,0,0.027803,0,0.012172
0.51373,-0.011764,0.050003,-0.21244,0.99923,0.0071384,4.9328e-05,148.12,702.24,848.07,0,0,0,0,0.027894,0,0.01493
0.27083,-0.014662,0.0099613,-0.18843,0.99973,0.0090099,7.9844e-05,118.86,704.77,849.82,0,0,0,0,0.030762,0,0.014813
0.30477,-0.021297,-0.031143,-0.18299,0.9997,0.0084146,7.6367e-05,114.32,729.37,848.89,0,0,0,0,0.030195,0,0.0122
0.30477,-0.021297,-0.031143,-0.18299,0.9997,0.0084146,7.6367e-05,114.32,729.37,848.89,0,0,0,0,0.030195,0,0.0122
0.30477,-0.021297,-0.031143,-0.18299,0.9997,0.0084146,7.6367e-05,114.32,729.37,848.89,0,0,0,0,0.030195,0,0.0122
0.3494,-0.026046,-0.031148,-0.18088,0.99927,0.0062924,4.8437e-05,137.24,753.93,851.92,0,0,0,0,0.027701,0,0.0096623
0.3494,-0.026046,-0.031148,-0.18088,0.99927,0.0062924,4.8437e-05,137.24,753.93,851.92,0,0,0,0,0.027701,0,0.0096623
0.3494,-0.026046,-0.031148,-0.18088,0.99927,0.0062924,4.8437e-05,137.24,753.93,851.92,0,0,0,0,0.027701,0,0.0096623
0.9361,-0.041889,0.04764,-0.22797,0.99842,0.0040579,1.5278e-05,288.03,718.28,846.67,0,0,0,0,0.025136,0,0.013119
0.76067,-0.044871,0.030123,-0.21987,0.99847,0.0040559,1.6978e-05,272.69,726.37,847.47,0,0,0,0,0.025205,0,0.012306
0.79306,1.0141,-0.014911,-0.0238,1,0.015296,0.00012409,159.73,366.48,942.02,0,0,0,0,0.02008,0,0.060032
0.79253,1.0141,-0.014911,-0.023887,1,0.015299,0.00012423,159.54,366.46,942.04,0,0,0,0,0.020092,0,0.060043
0.79232,1.0141,-0.014864,-0.023457,1,0.015306,0.00012428,159.59,366.53,942.14,0,0,0,0,0.020015,0,0.060042
1.0493,0.59843,-0.074199,0.0050586,1,0.019917,3.9453e-05,478.12,382.22,894.77,0,0,0,0,0.015044,0,0.052577
0.77859,0.29792,-0.14376,9.3731e-05,1,0.021886,4.2102e-05,494.54,390.56,888.23,0,0,0,0,0.015023,0,0.05036
1.0124,0.56052,-0.084493,-0.0059373,1,0.021687,4.4028e-05,471.87,383.93,894.62,0,0,0,0,0.01619,0,0.052575
0.96351,0.50969,-0.097972,-0.018461,1,0.023734,4.9254e-05,465.28,386.08,894.27,0,0,0,0,0.017481,0,0.052513
0.64554,0.30303,-0.20848,-0.021456,1,0.020895,5.4928e-05,352.18,405.59,900.49,0,0,0,0,0.020409,0,0.050407
0.65404,0.3014,-0.20646,-0.021476,1,0.021113,5.4676e-05,358.37,405.13,900.04,0,0,0,0,0.020215,0,0.050395
1.0339,-0.083353,-0.24505,0.0057123,1,0.009993,3.6923e-05,270.57,424.4,892.31,0,0,0,0,0.015052,0,0.047557
0.92931,-0.080296,-0.23835,-0.0087574,1,0.010545,3.8932e-05,270.12,429.35,893.49,0,0,0,0,0.016258,0,0.04752
0.96865,0.51557,-0.096699,-0.018977,1,0.023785,4.9453e-05,464.47,385.95,894.44,0,0,0,0,0.017549,0,0.052573
0.77842,1.0103,-0.011777,0.0044333,1,0.01577,0.00012702,163.18,371.52,948.2,0,0,0,0,0.015058,0,0.060019
1.019,0.99469,-0.014609,0.013031,1,0.013894,6.247e-05,240.73,376.36,930.57,0,0,0,0,0.015074,0,0.055691
0.79207,1.0047,-0.010038,0.042601,1,0.016409,0.00012713,162.97,375.97,951.44,0,0,0,0,0.010018,6.3109e-30,0.060029
1.1531,0.99348,-0.013062,0.050604,1,0.014006,5.7991e-05,283.68,380.57,929.26,0,0,0,0,0.010031,0,0.055686
0.79207,1.0047,-0.010038,0.042601,1,0.016409,0.00012713,162.97,375.97,951.44,0,0,0,0,0.010018,0,0.060029
1.2197,1.012,-0.010998,0.094139,1,0.014433,6.6101e-05,275.82,380.42,929.18,0,0,0,0,0.0050057,0,0.055693
0.80226,0.98854,-0.0083761,0.08244,1,0.017634,0.00014587,147.9,381.39,956.88,0,0,0,0,0.0050046,0,0.060031
1.0475,0.99443,-0.01428,0.021022,1,0.013918,6.1518e-05,249.87,377.25,930.3,0,0,0,0,0.014002,0,0.05569
1.2835,0.97336,-0.014947,0.041047,1,0.013792,5.0495e-05,313.43,379.74,922.32,0,0,0,0,0.01166,0,0.055296
1.3554,0.96227,-0.015986,0.035779,1,0.013675,4.6363e-05,329.83,379.27,918.5,0,0,0,0,0.012559,0,0.05508
1.693,0.89003,-0.022059,0.052583,1,0.014093,3.0488e-05,457.67,385.29,910,0,0,0,0,0.010021,0,0.052867
1.693,0.89003,-0.022059,0.052583,1,0.014093,3.0488e-05,457.67,385.29,910,0,0,0,0,0.010021,-2.0195e-28,0.052867
1.4261,0.94714,-0.017257,0.039298,1,0.013762,4.3039e-05,356.6,380.53,916.72,0,0,0,0,0.012027,0,0.054617
1.2818,0.71447,-0.052979,0.019597,1,0.017433,3.6177e-05,460.86,382.35,900.19,0,0,0,0,0.01336,0,0.052689
1.0493,0.59843,-0.074199,0.0050586,1,0.019917,3.9453e-05,478.12,382.22,894.77,0,0,0,0,0.015044,-1.2622e-29,0.052577
1.0702,0.044542,-0.20289,0.048023,1,0.014374,2.0314e-05,534.75,400.88,893.37,0,0,0,0,0.011322,0,0.050085
0.92495,0.11807,-0.19131,0.045493,1,0.014814,2.6245e-05,473.09,396.11,888.58,0,0,0,0,0.012655,0,0.05018
1.0702,0.044542,-0.20289,0.048023,1,0.014374,2.0314e-05,534.75,400.88,893.37,0,0,0,0,0.011322,8.0779e-28,0.050085
1.0357,0.17912,-0.13421,0.009797,1,0.019815,2.1297e-05,703.26,401.07,900.49,0,0,0,0,0.0099983,0,0.051263
0.97839,0.070235,-0.16195,0.0163,1,0.017837,1.9824e-05,664.53,403.8,899.67,0,0,0,0,0.0099819,0,0.050378
1.1804,0.18572,-0.15454,0.024017,1,0.018583,2.1373e-05,635.27,397.17,896.51,0,0,0,0,0.01125,0,0.05128
1.0084,0.070816,-0.16644,0.019341,1,0.017563,1.983e-05,649.93,403,898.83,0,0,0,0,0.010245,0,0.050375
0.93939,0.16464,-0.11408,0.0014049,1,0.02095,2.1436e-05,777.8,398.69,897.85,0,0,0,0,0.0087379,0,0.051262
0.93931,0.16449,-0.11411,0.0014015,1,0.020948,2.1435e-05,777.75,398.7,897.85,0,0,0,0,0.0087379,0,0.051261
1.0295,0.17363,-0.13452,0.009388,1,0.01978,2.1258e-05,704.08,401.13,900.39,0,0,0,0,0.0099536,0,0.051223
1.9076,0.88581,-0.02002,0.069159,0.99999,0.013859,2.6562e-05,529.69,384.01,906.03,0,0,0,0,0.0075079,0,0.052881
1.464,1.0004,-0.013621,0.077838,1,0.013227,4.4815e-05,349.51,381.81,919.98,0,0,0,0,0.0075102,0,0.055072
0.804,0.96239,-0.0063477,0.12751,1,0.019109,0.00018044,122.32,393.94,969.45,0,0,0,0,1.9426e-12,0,0.060033
1.2689,1.0075,-0.0084311,0.14772,1,0.015588,8.4739e-05,242.12,385.58,933.23,0,0,0,0,3.2741e-11,0,0.055699
1.2689,1.0075,-0.0084311,0.14772,1,0.015588,8.4739e-05,242.12,385.58,933.23,0,0,0,0,-4.4862e-12,0,0.055699
1.0268,-0.028909,-0.24143,0.030573,1,0.01262,3.575e-05,334.8,408.46,888.33,0,0,0,0,0.013834,0,0.048815
0.95392,-0.039567,-0.24918,0.011856,1,0.013085,4.0724e-05,314.44,413.37,890.17,0,0,0,0,0.014978,0,0.04877
0.99589,0.076226,-0.20409,0.052484,1,0.013421,2.5752e-05,443.39,398.68,888.58,0,0,0,0,0.01261,0,0.049842
0.82789,0.11225,-0.19794,0.030247,1,0.016254,3.5195e-05,423.23,397.04,886.69,0,0,0,0,0.013768,0,0.050028
0.92887,0.069895,-0.20955,0.041747,1,0.014399,3.2236e-05,405.65,399.49,887.21,0,0,0,0,0.013417,0,0.049715
1.1981,-0.043012,-0.24052,0.072404,1,0.0094518,2.4347e-05,358.78,406,888.59,0,0,0,0,0.012482,0,0.048879
1.3742,0.76055,-0.044552,0.02537,1,0.016447,3.4876e-05,454,382.4,902.34,0,0,0,0,0.012691,0,0.052734
0.96258,0.040181,-0.16961,0.018094,1,0.017291,1.9418e-05,653.84,404.56,899.44,0,0,0,0,0.0099774,0,0.050134
0.9906,-0.079342,-0.20959,-0.013795,0.99987,0.0091694,3.3115e-05,272.96,436.13,894.21,0,0,0,0,0.016236,0,0.046401
0.83733,-0.039903,-0.25775,-0.018387,1,0.013725,4.5727e-05,281.63,429.84,896.95,0,0,0,0,0.017716,0,0.047711
0.68963,-0.052238,-0.16035,-0.023854,0.99946,0.010245,3.6698e-05,259.32,440.22,892.07,0,0,0,0,0.018782,0,0.046278
0.28943,-0.015151,-0.0792,-0.015833,0.9996,0.010629,3.8135e-05,252.91,446.81,890.16,0,0,0,0,0.020193,0,0.045193
2.1044,0.89556,-0.018056,0.092738,1,0.013472,2.2864e-05,610,376.14,895.53,0,0,0,0,0.0050052,0,0.052874
2.3344,0.96776,-0.013793,0.12791,1,0.012527,2.365e-05,590.41,373.36,893.05,0,0,0,0,0.002502,0,0.052899
2.5116,0.87731,-0.017657,0.10328,1,0.013386,1.8882e-05,718.28,372.7,887.46,0,0,0,0,0.0037687,0,0.052569
2.3344,0.96776,-0.013793,0.12791,1,0.012527,2.365e-05,590.41,373.36,893.05,0,0,0,0,0.002502,0,0.052899
1.2711,0.31096,-0.075433,0.016418,0.99998,0.019969,1.9706e-05,858.2,390.96,892.65,0,0,0,0,0.007486,0,0.051283
1.2709,0.3108,-0.075457,0.016406,0.99998,0.019969,1.9706e-05,858.19,390.96,892.65,0,0,0,0,0.007486,0,0.051282
0.93935,0.16459,-0.11408,0.0014036,1,0.02095,2.1435e-05,777.82,398.69,897.85,0,0,0,0,0.0087375,0,0.051262
2.2666,0.78512,-0.024588,0.069034,0.99998,0.014879,2.0184e-05,705.55,378.68,893.24,0,0,0,0,0.0062435,0,0.052559
1.8676,0.50366,-0.048114,0.037982,0.99997,0.017998,1.7577e-05,871.65,383.16,888.65,0,0,0,0,0.0063139,0,0.051412
2.2666,0.78512,-0.024588,0.069034,0.99998,0.014879,2.0184e-05,705.55,378.68,893.24,0,0,0,0,0.0062435,6.4623e-27,0.052559
2.4526,0.64506,-0.032339,0.062305,0.99998,0.015976,1.4777e-05,910.4,374.3,881.76,0,0,0,0,0.0049859,0,0.051425
2.2666,0.78512,-0.024588,0.069034,0.99998,0.014879,2.0184e-05,705.55,378.68,893.24,0,0,0,0,0.0062435,-6.4623e-27,0.052559
1.2711,0.31096,-0.075433,0.016418,0.99998,0.019969,1.9706e-05,858.2,390.96,892.65,0,0,0,0,0.007486,-2.5244e-29,0.051283
1.3199,0.32611,-0.073221,0.018115,0.99998,0.019815,1.9517e-05,859.98,390.32,892.29,0,0,0,0,0.0073875,2.5244e-29,0.05129
2.7324,0.71533,-0.025353,0.081862,0.99996,0.014891,1.365e-05,939.27,373.24,881.02,0,0,0,0,0.0037421,0,0.051463
2.7324,0.71533,-0.025353,0.081862,0.99996,0.014891,1.365e-05,939.27,373.24,881.02,0,0,0,0,0.0037421,0,0.051463
2.5116,0.87731,-0.017657,0.10328,1,0.013386,1.8882e-05,718.28,372.7,887.46,0,0,0,0,0.0037687,0,0.052569
